State,County,Income
Kansas,Haskell,"73,925"
Kansas,Hodgeman,"67,197"
Kansas,Jackson,"50,394"
Kansas,Jefferson,"53,748"
Kansas,Jewell,"62,428"
Kansas,Johnson,"83,008"
Kansas,Kearny,"62,102"
Kansas,Kingman,"53,186"
Kansas,Kiowa,"55,693"
Kansas,Labette,"47,777"
Kansas,Lane,"79,716"
Kansas,Leavenworth,"49,410"
Kansas,Lincoln,"52,610"
Kansas,Linn,"47,555"
Kansas,Logan,"66,462"
Kansas,Lyon,"46,871"
Kansas,McPherson,"57,500"
Kansas,Marion,"48,660"
Kansas,Marshall,"50,423"
Kansas,Meade,"76,618"
Kansas,Miami,"58,344"
Kansas,Mitchell,"68,490"
Kansas,Montgomery,"43,372"
Kansas,Morris,"52,176"
Kansas,Morton,"56,565"
Kansas,Nemaha,"61,428"
Kansas,Neosho,"46,270"
Kansas,Ness,"68,014"
Kansas,Norton,"53,018"
Kansas,Osage,"49,947"
Kansas,Osborne,"56,887"
Kansas,Ottawa,"51,194"
Kansas,Pawnee,"49,260"
Kansas,Phillips,"66,420"
Kansas,Pottawatomie,"60,383"
Kansas,Pratt,"56,892"
Kansas,Rawlins,"79,578"
Kansas,Reno,"47,483"
Kansas,Republic,"52,839"
Kansas,Rice,"49,625"
Kansas,Riley,"48,851"
Kansas,Rooks,"49,653"
Kansas,Rush,"63,195"
Kansas,Russell,"54,598"
Kansas,Saline,"55,070"
Kansas,Scott,"62,799"
Kansas,Sedgwick,"57,356"
Kansas,Seward,"45,745"
Kansas,Shawnee,"53,830"
Kansas,Sheridan,"58,169"
Kansas,Sherman,"55,032"
Kansas,Smith,"64,222"
Kansas,Stafford,"51,809"
Kansas,Stanton,"90,913"
Kansas,Stevens,"54,888"
Kansas,Sumner,"47,378"
Kansas,Thomas,"55,220"
Kansas,Trego,"60,865"
Kansas,Wabaunsee,"56,877"
Kansas,Wallace,"63,589"
Kansas,Washington,"55,467"
Kansas,Wichita,"58,834"
Kansas,Wilson,"49,202"
Kansas,Woodson,"45,866"
Kansas,Wyandotte,"38,363"
Kentucky,Adair,"41,143"
Kentucky,Allen,"40,488"
Kentucky,Anderson,"45,387"
Kentucky,Ballard,"49,783"
Kentucky,Barren,"43,554"
Kentucky,Bath,"37,846"
Kentucky,Bell,"40,554"
Kentucky,Boone,"57,549"
Kentucky,Bourbon,"56,182"
Kentucky,Boyd,"46,202"
Kentucky,Boyle,"45,389"
Kentucky,Bracken,"44,575"
Kentucky,Breathitt,"38,890"
Kentucky,Breckinridge,"42,471"
Kentucky,Bullitt,"50,450"
Kentucky,Butler,"43,988"
Kentucky,Caldwell,"45,161"
Kentucky,Calloway,"44,871"
Kentucky,Campbell,"60,170"
Kentucky,Carlisle,"54,056"
Kentucky,Carroll,"45,169"
Kentucky,Carter,"39,157"
Kentucky,Casey,"40,176"
Kentucky,Christian,"44,728"
Kentucky,Clark,"47,818"
Kentucky,Clay,"38,722"
Kentucky,Clinton,"43,424"
Kentucky,Crittenden,"42,516"
Kentucky,Cumberland,"50,269"
Kentucky,Daviess,"49,792"
Kentucky,Edmonson,"40,370"
Kentucky,Elliott,"28,564"
Kentucky,Estill,"39,731"
Kentucky,Fayette,"58,570"
Kentucky,Fleming,"41,131"
Kentucky,Floyd,"43,160"
Kentucky,Franklin,"49,432"
Kentucky,Fulton,"41,459"
Kentucky,Gallatin,"43,124"
Kentucky,Garrard,"43,508"
Kentucky,Grant,"45,803"
Kentucky,Graves,"48,525"
Kentucky,Grayson,"42,057"
Kentucky,Green,"42,242"
Kentucky,Greenup,"47,354"
Kentucky,Hancock,"49,540"
Kentucky,Hardin,"52,412"
Kentucky,Harlan,"38,007"
Kentucky,Harrison,"43,471"
Kentucky,Hart,"40,199"
Kentucky,Henderson,"49,595"
Kentucky,Henry,"49,400"
Kentucky,Hickman,"53,695"
Kentucky,Hopkins,"46,453"
Kentucky,Jackson,"37,453"
Kentucky,Jefferson,"63,117"
Kentucky,Jessamine,"57,061"
Kentucky,Johnson,"39,389"
Kentucky,Kenton,"68,327"
Kentucky,Knott,"41,076"
Kentucky,Knox,"38,425"
Kentucky,Larue,"43,587"
Kentucky,Laurel,"41,100"
Kentucky,Lawrence,"37,852"
Kentucky,Lee,"35,022"
Kentucky,Leslie,"39,156"
Kentucky,Letcher,"39,431"
Kentucky,Lewis,"39,659"
Kentucky,Lincoln,"40,185"
Kentucky,Livingston,"45,864"
Kentucky,Logan,"45,313"
Kentucky,Lyon,"42,738"
Kentucky,McCracken,"57,198"
Kentucky,McCreary,"35,636"
Kentucky,McLean,"49,120"
Kentucky,Madison,"44,092"
Kentucky,Magoffin,"42,114"
Kentucky,Marion,"44,091"
Kentucky,Marshall,"48,096"
Kentucky,Martin,"32,500"
Kentucky,Mason,"49,224"
Kentucky,Meade,"47,011"
Kentucky,Menifee,"40,555"
Kentucky,Mercer,"43,489"
Kentucky,Metcalfe,"37,814"
Kentucky,Monroe,"43,913"
Kentucky,Montgomery,"42,600"
Kentucky,Morgan,"33,802"
Kentucky,Muhlenberg,"40,806"
Kentucky,Nelson,"52,944"
Kentucky,Nicholas,"39,933"
Kentucky,Ohio,"39,449"
Kentucky,Oldham,"74,104"
Kentucky,Owen,"40,100"
Kentucky,Owsley,"45,763"
Kentucky,Pendleton,"50,786"
Kentucky,Perry,"43,103"
Kentucky,Pike,"43,101"
Kentucky,Powell,"37,615"
Kentucky,Pulaski,"46,622"
Kentucky,Robertson,"40,988"
Kentucky,Rockcastle,"40,166"
Kentucky,Rowan,"37,697"
Kentucky,Russell,"47,186"
Kentucky,Scott,"51,804"
Kentucky,Shelby,"55,778"
Kentucky,Simpson,"44,315"
Kentucky,Spencer,"54,584"
Kentucky,Taylor,"41,061"
Kentucky,Todd,"47,402"
Kentucky,Trigg,"46,060"
Kentucky,Trimble,"47,971"
Kentucky,Union,"50,908"
Kentucky,Warren,"44,889"
Kentucky,Washington,"45,655"
Kentucky,Wayne,"38,046"
Kentucky,Webster,"47,383"
Kentucky,Whitley,"42,490"
Kentucky,Wolfe,"44,703"
Kentucky,Woodford,"60,593"
Louisiana,Acadia,"46,156"
Louisiana,Allen,"42,685"
Louisiana,Ascension,"59,430"
Louisiana,Assumption,"56,906"
Louisiana,Avoyelles,"45,358"
Louisiana,Beauregard,"50,171"
Louisiana,Bienville,"45,454"
Louisiana,Bossier,"52,287"
Louisiana,Caddo,"57,457"
Louisiana,Calcasieu,"51,485"
Louisiana,Caldwell,"41,175"
Louisiana,Cameron,"63,673"
Louisiana,Catahoula,"44,596"
Louisiana,Claiborne,"43,244"
Louisiana,Concordia,"42,566"
Louisiana,De Soto,"52,201"
Louisiana,East Baton Rouge,"60,054"
Louisiana,East Carroll,"39,065"
Louisiana,East Feliciana,"47,369"
Louisiana,Evangeline,"40,588"
Louisiana,Franklin,"40,432"
Louisiana,Grant,"37,319"
Louisiana,Iberia,"46,671"
Louisiana,Iberville,"53,525"
Louisiana,Jackson,"41,899"
Louisiana,Jefferson,"58,750"
Louisiana,Jefferson Davis,"46,875"
Louisiana,Lafayette,"59,325"
Louisiana,Lafourche,"51,350"
Louisiana,LaSalle,"37,835"
Louisiana,Lincoln,"46,908"
Louisiana,Livingston,"48,549"
Louisiana,Madison,"44,013"
Louisiana,Morehouse,"43,987"
Louisiana,Natchitoches,"48,022"
Louisiana,Orleans,"62,529"
Louisiana,Ouachita,"46,926"
Louisiana,Plaquemines,"55,422"
Louisiana,Pointe Coupee,"58,848"
Louisiana,Rapides,"53,495"
Louisiana,Red River,"53,791"
Louisiana,Richland,"45,016"
Louisiana,Sabine,"45,073"
Louisiana,St. Bernard,"42,345"
Louisiana,St. Charles,"56,796"
Louisiana,St. Helena,"47,272"
Louisiana,St. James,"63,816"
Louisiana,St. John the Baptist,"46,310"
Louisiana,St. Landry,"47,852"
Louisiana,St. Martin,"46,190"
Louisiana,St. Mary,"48,637"
Louisiana,St. Tammany,"72,939"
Louisiana,Tangipahoa,"47,748"
Louisiana,Tensas,"51,503"
Louisiana,Terrebonne,"48,195"
Louisiana,Union,"47,052"
Louisiana,Vermilion,"47,496"
Louisiana,Vernon,"47,689"
Louisiana,Washington,"41,881"
Louisiana,Webster,"49,635"
Louisiana,West Baton Rouge,"54,767"
Louisiana,West Carroll,"42,736"
Louisiana,West Feliciana,"45,329"
Louisiana,Winn,"46,528"
Louisiana,,
Louisiana,Maine,"58,687"
Louisiana,Androscoggin,"48,186"
Louisiana,Aroostook,"49,913"
Louisiana,Cumberland,"74,836"
Louisiana,Franklin,"45,839"
Louisiana,Hancock,"61,049"
Louisiana,Kennebec,"54,056"
Louisiana,Knox,"59,336"
Louisiana,Lincoln,"59,193"
Louisiana,Oxford,"45,799"
Louisiana,Penobscot,"50,753"
Louisiana,Piscataquis,"49,034"
Louisiana,Sagadahoc,"59,874"
Louisiana,Somerset,"46,752"
Louisiana,Waldo,"51,915"
Louisiana,Washington,"48,771"
Louisiana,York,"62,833"
Maryland,Allegany,"47,424"
Maryland,Anne Arundel,"76,926"
Maryland,Baltimore,"67,320"
Maryland,Calvert,"68,977"
Maryland,Caroline,"53,563"
Maryland,Carroll,"69,738"
Maryland,Cecil,"55,399"
Maryland,Charles,"62,069"
Maryland,Dorchester,"55,388"
Maryland,Frederick,"69,851"
Maryland,Garrett,"53,384"
Maryland,Harford,"66,172"
Maryland,Howard,"86,602"
Maryland,Kent,"69,001"
Maryland,Montgomery,"91,042"
Maryland,Prince George's,"53,317"
Maryland,Queen Anne's,"77,927"
Maryland,St. Mary's,"65,118"
Maryland,Somerset,"36,846"
Maryland,Talbot,"85,781"
Maryland,Washington,"53,049"
Maryland,Wicomico,"46,559"
Maryland,Worcester,"64,601"
Maryland,Baltimore City,"58,435"
Massachusetts,Massachusetts,"83,461"
Massachusetts,Barnstable,"83,891"
Massachusetts,Berkshire,"64,444"
Massachusetts,Bristol,"63,996"
Massachusetts,Dukes,"85,929"
Massachusetts,Essex,"77,593"
Massachusetts,Franklin,"62,928"
Massachusetts,Hampden,"60,710"
Massachusetts,Hampshire,"59,264"
Massachusetts,Middlesex,"99,416"
Massachusetts,Nantucket,"101,412"
Massachusetts,Norfolk,"105,984"
Massachusetts,Plymouth,"79,053"
Massachusetts,Suffolk,"97,172"
Massachusetts,Worcester,"64,477"
Michigan,Alcona,"49,942"
Michigan,Alger,"41,982"
Michigan,Allegan,"54,227"
Michigan,Alpena,"48,558"
Michigan,Antrim,"56,378"
Michigan,Arenac,"47,387"
Michigan,Baraga,"40,312"
Michigan,Barry,"53,016"
Michigan,Bay,"50,367"
Michigan,Benzie,"54,451"
Michigan,Berrien,"59,719"
Michigan,Branch,"43,064"
Michigan,Calhoun,"45,582"
Michigan,Cass,"54,661"
Michigan,Charlevoix,"64,617"
Michigan,Cheboygan,"47,642"
Michigan,Chippewa,"43,800"
Michigan,Clare,"41,227"
Michigan,Clinton,"55,662"
Michigan,Crawford,"43,337"
Michigan,Delta,"46,144"
Michigan,Dickinson,"56,024"
Michigan,Eaton,"50,778"
Michigan,Emmet,"68,593"
Michigan,Genesee,"48,161"
Michigan,Gladwin,"44,172"
Michigan,Gogebic,"47,670"
Michigan,Grand Traverse,"61,155"
Michigan,Gratiot,"43,946"
Michigan,Hillsdale,"42,728"
Michigan,Houghton,"42,771"
Michigan,Huron,"56,462"
Michigan,Ingham,"51,634"
Michigan,Ionia,"40,862"
Michigan,Iosco,"46,509"
Michigan,Iron,"48,893"
Michigan,Isabella,"45,590"
Michigan,Jackson,"46,886"
Michigan,Kalamazoo,"58,792"
Michigan,Kalkaska,"43,477"
Michigan,Kent,"65,315"
Michigan,Keweenaw,"55,497"
Michigan,Lake,"38,712"
Michigan,Lapeer,"50,739"
Michigan,Leelanau,"79,109"
Michigan,Lenawee,"47,513"
Michigan,Livingston,"67,212"
Michigan,Luce,"43,331"
Michigan,Mackinac,"52,639"
Michigan,Macomb,"53,727"
Michigan,Manistee,"46,167"
Michigan,Marquette,"47,987"
Michigan,Mason,"48,399"
Michigan,Mecosta,"44,121"
Michigan,Menominee,"47,679"
Michigan,Midland,"60,150"
Michigan,Missaukee,"44,053"
Michigan,Monroe,"52,634"
Michigan,Montcalm,"40,752"
Michigan,Montmorency,"43,429"
Michigan,Muskegon,"46,019"
Michigan,Newaygo,"44,607"
Michigan,Oakland,"81,822"
Michigan,Oceana,"45,596"
Michigan,Ogemaw,"42,417"
Michigan,Ontonagon,"46,981"
Michigan,Osceola,"45,088"
Michigan,Oscoda,"40,879"
Michigan,Otsego,"49,550"
Michigan,Ottawa,"59,069"
Michigan,Presque Isle,"46,911"
Michigan,Roscommon,"44,507"
Michigan,Saginaw,"48,577"
Michigan,St. Clair,"52,388"
Michigan,St. Joseph,"47,116"
Michigan,Sanilac,"46,897"
Michigan,Schoolcraft,"47,491"
Michigan,Shiawassee,"47,595"
Michigan,Tuscola,"44,605"
Michigan,Van Buren,"49,479"
Michigan,Washtenaw,"69,892"
Michigan,Wayne,"49,009"
Michigan,Wexford,"44,683"
Minnesota,Aitkin,"50,228"
Minnesota,Anoka,"59,002"
Minnesota,Becker,"56,258"
Minnesota,Beltrami,"51,023"
Minnesota,Benton,"53,384"
Minnesota,Big Stone,"65,566"
Minnesota,Blue Earth,"51,478"
Minnesota,Brown,"60,005"
Minnesota,Carlton,"49,897"
Minnesota,Carver,"82,905"
Minnesota,Cass,"57,731"
Minnesota,Chippewa,"54,013"
Minnesota,Chisago,"57,659"
Minnesota,Clay,"50,745"
Minnesota,Clearwater,"54,418"
Minnesota,Cook,"57,393"
Minnesota,Cottonwood,"58,588"
Minnesota,Crow Wing,"54,674"
Minnesota,Dakota,"67,665"
Minnesota,Dodge,"58,319"
Minnesota,Douglas,"61,045"
Minnesota,Faribault,"54,044"
Minnesota,Fillmore,"53,993"
Minnesota,Freeborn,"54,069"
Minnesota,Goodhue,"61,067"
Minnesota,Grant,"57,464"
Minnesota,Hennepin,"86,466"
Minnesota,Houston,"58,340"
Minnesota,Hubbard,"59,550"
Minnesota,Isanti,"52,118"
Minnesota,Itasca,"51,428"
Minnesota,Jackson,"61,343"
Minnesota,Kanabec,"51,166"
Minnesota,Kandiyohi,"57,707"
Minnesota,Kittson,"66,962"
Minnesota,Koochiching,"50,426"
Minnesota,Lac qui Parle,"63,800"
Minnesota,Lake,"53,448"
Minnesota,Lake of the Woods,"59,741"
Minnesota,Le Sueur,"59,388"
Minnesota,Lincoln,"57,383"
Minnesota,Lyon,"58,409"
Minnesota,McLeod,"56,852"
Minnesota,Mahnomen,"47,862"
Minnesota,Marshall,"72,553"
Minnesota,Martin,"60,366"
Minnesota,Meeker,"52,947"
Minnesota,Mille Lacs,"50,859"
Minnesota,Morrison,"50,615"
Minnesota,Mower,"52,709"
Minnesota,Murray,"63,830"
Minnesota,Nicollet,"56,401"
Minnesota,Nobles,"54,238"
Minnesota,Norman,"58,749"
Minnesota,Olmsted,"66,122"
Minnesota,Otter Tail,"55,912"
Minnesota,Pennington,"65,236"
Minnesota,Pine,"46,100"
Minnesota,Pipestone,"63,518"
Minnesota,Polk,"59,211"
Minnesota,Pope,"61,404"
Minnesota,Ramsey,"63,856"
Minnesota,Red Lake,"68,711"
Minnesota,Redwood,"68,997"
Minnesota,Renville,"62,335"
Minnesota,Rice,"52,411"
Minnesota,Rock,"57,570"
Minnesota,Roseau,"60,501"
Minnesota,St. Louis,"55,626"
Minnesota,Scott,"71,730"
Minnesota,Sherburne,"55,846"
Minnesota,Sibley,"58,016"
Minnesota,Stearns,"58,117"
Minnesota,Steele,"55,493"
Minnesota,Stevens,"59,873"
Minnesota,Swift,"59,464"
Minnesota,Todd,"54,237"
Minnesota,Traverse,"75,016"
Minnesota,Wabasha,"59,810"
Minnesota,Wadena,"47,138"
Minnesota,Waseca,"53,283"
Minnesota,Washington,"76,380"
Minnesota,Watonwan,"55,211"
Minnesota,Wilkin,"67,295"
Minnesota,Winona,"55,687"
Minnesota,Wright,"60,392"
Minnesota,Yellow Medicine,"62,577"
Mississippi,Adams,"45,648"
Mississippi,Alcorn,"44,193"
Mississippi,Amite,"38,598"
Mississippi,Attala,"42,979"
Mississippi,Benton,"42,160"
Mississippi,Bolivar,"48,200"
Mississippi,Calhoun,"43,053"
Mississippi,Carroll,"45,259"
Mississippi,Chickasaw,"40,938"
Mississippi,Choctaw,"41,494"
Mississippi,Claiborne,"37,283"
Mississippi,Clarke,"42,889"
Mississippi,Clay,"47,800"
Mississippi,Coahoma,"46,482"
Mississippi,Copiah,"39,628"
Mississippi,Covington,"44,187"
Mississippi,DeSoto,"51,890"
Mississippi,Forrest,"42,985"
Mississippi,Franklin,"40,662"
Mississippi,George,"39,462"
Mississippi,Greene,"33,441"
Mississippi,Grenada,"43,251"
Mississippi,Hancock,"44,878"
Mississippi,Harrison,"46,316"
Mississippi,Hinds,"47,035"
Mississippi,Holmes,"37,402"
Mississippi,Humphreys,"44,369"
Mississippi,Issaquena,"36,224"
Mississippi,Itawamba,"41,844"
Mississippi,Jackson,"45,875"
Mississippi,Jasper,"45,041"
Mississippi,Jefferson,"39,172"
Mississippi,Jefferson Davis,"36,527"
Mississippi,Jones,"44,633"
Mississippi,Kemper,"38,474"
Mississippi,Lafayette,"49,225"
Mississippi,Lamar,"48,053"
Mississippi,Lauderdale,"47,129"
Mississippi,Lawrence,"43,032"
Mississippi,Leake,"40,301"
Mississippi,Lee,"52,406"
Mississippi,Leflore,"50,036"
Mississippi,Lincoln,"44,397"
Mississippi,Lowndes,"47,941"
Mississippi,Madison,"76,927"
Mississippi,Marion,"41,250"
Mississippi,Marshall,"44,391"
Mississippi,Monroe,"44,289"
Mississippi,Montgomery,"42,267"
Mississippi,Neshoba,"44,273"
Mississippi,Newton,"41,248"
Mississippi,Noxubee,"45,202"
Mississippi,Oktibbeha,"39,418"
Mississippi,Panola,"42,386"
Mississippi,Pearl River,"43,326"
Mississippi,Perry,"37,591"
Mississippi,Pike,"37,710"
Mississippi,Pontotoc,"42,520"
Mississippi,Prentiss,"38,465"
Mississippi,Quitman,"42,673"
Mississippi,Rankin,"52,636"
Mississippi,Scott,"38,040"
Mississippi,Sharkey,"53,238"
Mississippi,Simpson,"44,942"
Mississippi,Smith,"45,239"
Mississippi,Stone,"39,762"
Mississippi,Sunflower,"37,991"
Mississippi,Tallahatchie,"43,085"
Mississippi,Tate,"44,775"
Mississippi,Tippah,"44,547"
Mississippi,Tishomingo,"41,836"
Mississippi,Tunica,"43,065"
Mississippi,Union,"41,401"
Mississippi,Walthall,"38,578"
Mississippi,Warren,"48,589"
Mississippi,Washington,"45,649"
Mississippi,Wayne,"42,700"
Mississippi,Webster,"44,969"
Mississippi,Wilkinson,"36,909"
Mississippi,Winston,"43,450"
Mississippi,Yalobusha,"42,942"
Mississippi,Yazoo,"37,590"
Missouri,Adair,"36,919"
Missouri,Andrew,"50,506"
Missouri,Atchison,"53,650"
Missouri,Audrain,"43,626"
Missouri,Barry,"41,410"
Missouri,Barton,"42,419"
Missouri,Bates,"47,311"
Missouri,Benton,"43,115"
Missouri,Bollinger,"44,894"
Missouri,Boone,"54,260"
Missouri,Buchanan,"46,613"
Missouri,Butler,"42,945"
Missouri,Caldwell,"45,115"
Missouri,Callaway,"45,214"
Missouri,Camden,"54,076"
Missouri,Cape Girardeau,"48,394"
Missouri,Carroll,"56,435"
Missouri,Carter,"44,908"
Missouri,Cass,"54,169"
Missouri,Cedar,"36,272"
Missouri,Chariton,"51,535"
Missouri,Christian,"48,494"
Missouri,Clark,"43,654"
Missouri,Clay,"55,214"
Missouri,Clinton,"47,489"
Missouri,Cole,"54,913"
Missouri,Cooper,"49,543"
Missouri,Crawford,"43,306"
Missouri,Dade,"41,182"
Missouri,Dallas,"38,682"
Missouri,Daviess,"37,792"
Missouri,DeKalb,"35,685"
Missouri,Dent,"41,410"
Missouri,Douglas,"37,601"
Missouri,Dunklin,"43,551"
Missouri,Franklin,"52,066"
Missouri,Gasconade,"46,030"
Missouri,Gentry,"50,472"
Missouri,Greene,"50,365"
Missouri,Grundy,"40,924"
Missouri,Harrison,"43,645"
Missouri,Henry,"48,358"
Missouri,Hickory,"38,960"
Missouri,Holt,"57,862"
Missouri,Howard,"47,819"
Missouri,Howell,"40,430"
Missouri,Iron,"40,962"
Missouri,Jackson,"52,436"
Missouri,Jasper,"43,402"
Missouri,Jefferson,"49,802"
Missouri,Johnson,"46,616"
Missouri,Knox,"43,668"
Missouri,Laclede,"42,233"
Missouri,Lafayette,"49,577"
Missouri,Lawrence,"39,561"
Missouri,Lewis,"41,052"
Missouri,Lincoln,"48,179"
Missouri,Linn,"45,104"
Missouri,Livingston,"47,636"
Missouri,McDonald,"34,982"
Missouri,Macon,"47,858"
Missouri,Madison,"40,455"
Missouri,Maries,"41,106"
Missouri,Marion,"47,763"
Missouri,Mercer,"39,291"
Missouri,Miller,"43,294"
Missouri,Mississippi,"41,414"
Missouri,Moniteau,"45,290"
Missouri,Monroe,"47,598"
Missouri,Montgomery,"49,352"
Missouri,Morgan,"44,431"
Missouri,New Madrid,"49,560"
Missouri,Newton,"44,900"
Missouri,Nodaway,"39,999"
Missouri,Oregon,"42,847"
Missouri,Osage,"50,763"
Missouri,Ozark,"38,926"
Missouri,Pemiscot,"46,633"
Missouri,Perry,"48,271"
Missouri,Pettis,"43,430"
Missouri,Phelps,"43,902"
Missouri,Pike,"41,025"
Missouri,Platte,"65,615"
Missouri,Polk,"41,427"
Missouri,Pulaski,"44,888"
Missouri,Putnam,"42,307"
Missouri,Ralls,"46,889"
Missouri,Randolph,"47,977"
Missouri,Ray,"47,571"
Missouri,Reynolds,"40,342"
Missouri,Ripley,"45,048"
Missouri,St. Charles,"62,225"
Missouri,St. Clair,"36,989"
Missouri,Ste. Genevieve,"46,786"
Missouri,St. Francois,"41,026"
Missouri,St. Louis,"87,474"
Missouri,Saline,"44,915"
Missouri,Schuyler,"39,709"
Missouri,Scotland,"46,979"
Missouri,Scott,"48,843"
Missouri,Shannon,"40,938"
Missouri,Shelby,"49,063"
Missouri,Stoddard,"46,210"
Missouri,Stone,"46,590"
Missouri,Sullivan,"45,592"
Missouri,Taney,"43,685"
Missouri,Texas,"36,586"
Missouri,Vernon,"42,344"
Missouri,Warren,"49,910"
Missouri,Washington,"37,285"
Missouri,Wayne,"41,702"
Missouri,Webster,"41,029"
Missouri,Worth,"41,890"
Missouri,Wright,"38,509"
Missouri,St. Louis City,"53,965"
Montana,Beaverhead,"55,636"
Montana,Big Horn,"36,109"
Montana,Blaine,"32,815"
Montana,Broadwater,"49,643"
Montana,Carbon,"64,523"
Montana,Carter,"37,769"
Montana,Cascade,"54,549"
Montana,Chouteau,"40,361"
Montana,Custer,"49,846"
Montana,Daniels,"54,875"
Montana,Dawson,"47,756"
Montana,Deer Lodge,"46,892"
Montana,Fallon,"49,496"
Montana,Fergus,"47,976"
Montana,Flathead,"61,389"
Montana,Gallatin,"75,990"
Montana,Garfield,"33,883"
Montana,Glacier,"40,962"
Montana,Golden Valley,"51,303"
Montana,Granite,"55,859"
Montana,Hill,"50,097"
Montana,Jefferson,"58,739"
Montana,Judith Basin,"45,304"
Montana,Lake,"46,617"
Montana,Lewis and Clark,"58,278"
Montana,Liberty,"54,887"
Montana,Lincoln,"44,670"
Montana,McCone,"48,025"
Montana,Madison,"66,830"
Montana,Meagher,"45,957"
Montana,Mineral,"45,474"
Montana,Missoula,"61,813"
Montana,Musselshell,"48,624"
Montana,Park,"59,297"
Montana,Petroleum,"26,529"
Montana,Phillips,"42,371"
Montana,Pondera,"53,094"
Montana,Powder River,"37,015"
Montana,Powell,"48,000"
Montana,Prairie,"48,134"
Montana,Ravalli,"57,933"
Montana,Richland,"61,094"
Montana,Roosevelt,"41,762"
Montana,Rosebud,"52,971"
Montana,Sanders,"44,417"
Montana,Sheridan,"52,319"
Montana,Silver Bow,"54,695"
Montana,Stillwater,"65,637"
Montana,Sweet Grass,"56,172"
Montana,Teton,"51,937"
Montana,Toole,"50,773"
Montana,Treasure,"44,079"
Montana,Valley,"56,153"
Montana,Wheatland,"43,032"
Montana,Wibaux,"45,971"
Montana,Yellowstone,"61,444"
Nebraska,Adams,"59,143"
Nebraska,Antelope,"76,135"
Nebraska,Arthur,"52,002"
Nebraska,Banner,"65,537"
Nebraska,Blaine,"58,297"
Nebraska,Boone,"75,278"
Nebraska,Box Butte,"56,881"
Nebraska,Boyd,"77,058"
Nebraska,Brown,"66,787"
Nebraska,Buffalo,"63,090"
Nebraska,Burt,"58,751"
Nebraska,Butler,"61,699"
Nebraska,Cass,"63,038"
Nebraska,Cedar,"68,427"
Nebraska,Chase,"74,217"
Nebraska,Cherry,"57,482"
Nebraska,Cheyenne,"49,965"
Nebraska,Clay,"67,098"
Nebraska,Colfax,"57,045"
Nebraska,Cuming,"77,890"
Nebraska,Custer,"61,861"
Nebraska,Dakota,"49,692"
Nebraska,Dawes,"48,428"
Nebraska,Dawson,"52,255"
Nebraska,Deuel,"46,581"
Nebraska,Dixon,"57,392"
Nebraska,Dodge,"56,967"
Nebraska,Douglas,"69,494"
Nebraska,Dundy,"90,133"
Nebraska,Fillmore,"70,246"
Nebraska,Franklin,"65,997"
Nebraska,Frontier,"57,034"
Nebraska,Furnas,"62,426"
Nebraska,Gage,"60,506"
Nebraska,Garden,"54,767"
Nebraska,Garfield,"51,279"
Nebraska,Gosper,"68,870"
Nebraska,Grant,"54,695"
Nebraska,Greeley,"69,429"
Nebraska,Hall,"53,097"
Nebraska,Hamilton,"67,986"
Nebraska,Harlan,"66,766"
Nebraska,Hayes,"90,000"
Nebraska,Hitchcock,"60,120"
Nebraska,Holt,"68,581"
Nebraska,Hooker,"44,294"
Nebraska,Howard,"57,793"
Nebraska,Jefferson,"58,782"
Nebraska,Johnson,"44,011"
Nebraska,Kearney,"72,466"
Nebraska,Keith,"54,034"
Nebraska,Keya Paha,"59,846"
Nebraska,Kimball,"53,129"
Nebraska,Knox,"58,946"
Nebraska,Lancaster,"59,148"
Nebraska,Lincoln,"61,767"
Nebraska,Logan,"55,168"
Nebraska,Loup,"65,232"
Nebraska,McPherson,"59,652"
Nebraska,Madison,"60,940"
Nebraska,Merrick,"57,699"
Nebraska,Morrill,"69,598"
Nebraska,Nance,"54,811"
Nebraska,Nemaha,"58,656"
Nebraska,Nuckolls,"69,251"
Nebraska,Otoe,"59,324"
Nebraska,Pawnee,"60,006"
Nebraska,Perkins,"90,733"
Nebraska,Phelps,"66,650"
Nebraska,Pierce,"74,110"
Nebraska,Platte,"57,063"
Nebraska,Polk,"68,331"
Nebraska,Red Willow,"55,324"
Nebraska,Richardson,"61,220"
Nebraska,Rock,"78,263"
Nebraska,Saline,"53,826"
Nebraska,Sarpy,"59,912"
Nebraska,Saunders,"64,918"
Nebraska,Scotts Bluff,"52,336"
Nebraska,Seward,"59,935"
Nebraska,Sheridan,"63,546"
Nebraska,Sherman,"60,558"
Nebraska,Sioux,"71,425"
Nebraska,Stanton,"60,387"
Nebraska,Thayer,"69,458"
Nebraska,Thomas,"60,478"
Nebraska,Thurston,"57,308"
Nebraska,Valley,"63,629"
Nebraska,Washington,"67,469"
Nebraska,Wayne,"52,428"
Nebraska,Webster,"58,623"
Nebraska,Wheeler,"67,539"
Nebraska,York,"61,031"
Nevada,Churchill,"55,338"
Nevada,Clark,"58,388"
Nevada,Douglas,"95,082"
Nevada,Elko,"53,482"
Nevada,Esmeralda,"64,078"
Nevada,Eureka,"48,166"
Nevada,Humboldt,"54,126"
Nevada,Lander,"73,534"
Nevada,Lincoln,"51,286"
Nevada,Lyon,"46,646"
Nevada,Mineral,"48,400"
Nevada,Nye,"42,898"
Nevada,Pershing,"41,568"
Nevada,Storey,"77,324"
Nevada,Washoe,"75,348"
Nevada,White Pine,"58,546"
